"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","test_get_nonexistent_order_returns_404","tests","Wed Mar 11 15:57:01 UTC 2026","passed","Wed Mar 11 15:57:01 UTC 2026","TestGetOrder","orders_test","",""
"Verify get non-existent user returns 404","27","testGetNonExistentUser","API Test Suite","Wed Mar 11 15:57:07 UTC 2026","passed","Wed Mar 11 15:57:07 UTC 2026","com.automationlab.tests.UserTest","API Tests","com.automationlab.tests.UserTest","testGetNonExistentUser"
"","39246","DELETE /api/users/:id","","Wed Mar 11 15:58:15 UTC 2026","passed","Wed Mar 11 15:58:55 UTC 2026","","k6 Performance Tests","",""
"","3","test_get_user_invalid_id_returns_400","tests","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","TestGetUser","user_test","",""
"","72","limit parameter is respected","","Wed Mar 11 15:57:01 UTC 2026","passed","Wed Mar 11 15:57:01 UTC 2026","User Endpoints > GET /api/users","user_test.spec.ts","",""
"","5267","pagination next button advances to page 2","chromium","Wed Mar 11 16:17:59 UTC 2026","failed","Wed Mar 11 16:18:04 UTC 2026","Products — Unauthenticated","products_test.spec.ts","",""
"Verify admin can soft delete product","56","testDeleteProduct","API Test Suite","Wed Mar 11 15:57:10 UTC 2026","passed","Wed Mar 11 15:57:10 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testDeleteProduct"
"","8","test_admin_can_update_status_to_shipped","tests","Wed Mar 11 15:57:01 UTC 2026","passed","Wed Mar 11 15:57:01 UTC 2026","TestUpdateOrderStatus","orders_test","",""
"","75","response contains orders array and pagination object","","Wed Mar 11 15:56:48 UTC 2026","passed","Wed Mar 11 15:56:48 UTC 2026","Order Endpoints > GET /api/orders","orders_test.spec.ts","",""
"Verify non-admin cannot delete product","15","testDeleteProductNonAdmin","API Test Suite","Wed Mar 11 15:57:10 UTC 2026","passed","Wed Mar 11 15:57:10 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testDeleteProductNonAdmin"
"Products page displays product cards","10531","productsPageDisplaysProductCards","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 16:04:07 UTC 2026","broken","Wed Mar 11 16:04:18 UTC 2026","com.sqa.ui.tests.ProductsTest","UI Tests","com.sqa.ui.tests.ProductsTest","productsPageDisplaysProductCards"
"Orders that have progressed past pending cannot be cancelled.","21","test_cannot_cancel_non_pending_order","tests","Wed Mar 11 15:57:02 UTC 2026","passed","Wed Mar 11 15:57:02 UTC 2026","TestCancelOrder","orders_test","",""
"Verify user cannot get another user's order","43","testGetOtherUserOrder","API Test Suite","Wed Mar 11 15:57:13 UTC 2026","passed","Wed Mar 11 15:57:13 UTC 2026","com.automationlab.tests.OrderTest","API Tests","com.automationlab.tests.OrderTest","testGetOtherUserOrder"
"Product detail page displays product name","385","productDetailPageDisplaysProductName","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 16:05:21 UTC 2026","failed","Wed Mar 11 16:05:22 UTC 2026","com.sqa.ui.tests.ProductDetailTest","UI Tests","com.sqa.ui.tests.ProductDetailTest","productDetailPageDisplaysProductName"
"","3","test_create_product_with_negative_price_returns_400","tests","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","TestCreateProduct","products_test","",""
"","4","test_delete_nonexistent_user_returns_404","tests","Wed Mar 11 15:57:04 UTC 2026","passed","Wed Mar 11 15:57:04 UTC 2026","TestDeleteUser","user_test","",""
"","6","response body contains endpoints field","","Wed Mar 11 15:56:46 UTC 2026","passed","Wed Mar 11 15:56:46 UTC 2026","Health Endpoints > GET /","health_test.spec.ts","",""
"Verify health endpoint returns healthy status","64","testHealthEndpoint","API Test Suite","Wed Mar 11 15:57:04 UTC 2026","passed","Wed Mar 11 15:57:04 UTC 2026","com.automationlab.tests.HealthTest","API Tests","com.automationlab.tests.HealthTest","testHealthEndpoint"
"Verify user response includes timestamps","43","testGetUserIncludesTimestamps","API Test Suite","Wed Mar 11 15:57:07 UTC 2026","passed","Wed Mar 11 15:57:07 UTC 2026","com.automationlab.tests.UserTest","API Tests","com.automationlab.tests.UserTest","testGetUserIncludesTimestamps"
"","4","test_update_own_first_name","tests","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","TestUpdateUser","user_test","",""
"Authenticated user sees product cards","665","authenticatedUserSeesProductCards","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 16:02:42 UTC 2026","broken","Wed Mar 11 16:02:42 UTC 2026","com.sqa.ui.tests.ProductsTest","UI Tests","com.sqa.ui.tests.ProductsTest","authenticatedUserSeesProductCards"
"","30081","pagination prev button returns to page 1","chromium","Wed Mar 11 16:18:05 UTC 2026","broken","Wed Mar 11 16:18:35 UTC 2026","Products — Unauthenticated","products_test.spec.ts","",""
"","30075","empty email shows validation error","chromium","Wed Mar 11 16:02:09 UTC 2026","broken","Wed Mar 11 16:02:39 UTC 2026","Login","login_test.spec.ts","",""
"Sign out clears session and redirects to login","914","signOutClearsSessionAndRedirectsToLogin","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 16:06:49 UTC 2026","broken","Wed Mar 11 16:06:50 UTC 2026","com.sqa.ui.tests.DashboardTest","UI Tests","com.sqa.ui.tests.DashboardTest","signOutClearsSessionAndRedirectsToLogin"
"Verify create product fails with negative stock","16","testCreateProductNegativeStock","API Test Suite","Wed Mar 11 15:57:10 UTC 2026","passed","Wed Mar 11 15:57:10 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testCreateProductNegativeStock"
"","254","partial update — stock quantity — is supported","","Wed Mar 11 15:56:58 UTC 2026","passed","Wed Mar 11 15:56:59 UTC 2026","Product Endpoints > PUT /api/products/:id","products_test.spec.ts","",""
"","247","returns HTTP 400 when name is missing","","Wed Mar 11 15:56:57 UTC 2026","passed","Wed Mar 11 15:56:57 UTC 2026","Product Endpoints > POST /api/products","products_test.spec.ts","",""
"","3","test_register_with_short_password_returns_400","tests","Wed Mar 11 15:56:58 UTC 2026","passed","Wed Mar 11 15:56:58 UTC 2026","TestRegistration","auth_test","",""
"","3","test_list_users_respects_limit","tests","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","TestListUsers","user_test","",""
"Verify non-admin cannot create product","11","testCreateProductNonAdmin","API Test Suite","Wed Mar 11 15:57:10 UTC 2026","passed","Wed Mar 11 15:57:10 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testCreateProductNonAdmin"
"","2","test_login_without_email_returns_400","tests","Wed Mar 11 15:56:58 UTC 2026","passed","Wed Mar 11 15:56:58 UTC 2026","TestLogin","auth_test","",""
"","1","setup","","Wed Mar 11 15:59:37 UTC 2026","passed","Wed Mar 11 15:59:37 UTC 2026","","k6 Performance Tests","",""
"Verify update non-existent product returns 404","17","testUpdateNonExistentProduct","API Test Suite","Wed Mar 11 15:57:11 UTC 2026","passed","Wed Mar 11 15:57:11 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testUpdateNonExistentProduct"
"","30085","cancel button exits edit mode without saving","chromium","Wed Mar 11 15:58:23 UTC 2026","broken","Wed Mar 11 15:58:53 UTC 2026","Dashboard — Authenticated","dashboard_test.spec.ts","",""
"Verify registration succeeds without last name (optional field)","101","testRegistrationMissingLastName","API Test Suite","Wed Mar 11 15:57:05 UTC 2026","passed","Wed Mar 11 15:57:06 UTC 2026","com.automationlab.tests.AuthTest","API Tests","com.automationlab.tests.AuthTest","testRegistrationMissingLastName"
"","30070","all status filter options are selectable","chromium","Wed Mar 11 16:12:49 UTC 2026","broken","Wed Mar 11 16:13:19 UTC 2026","Orders","orders_test.spec.ts","",""
"","4","test_update_with_empty_body_returns_400","tests","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","TestUpdateProduct","products_test","",""
"Verify pagination with custom page size","68","testListUsersCustomPageSize","API Test Suite","Wed Mar 11 15:57:08 UTC 2026","passed","Wed Mar 11 15:57:08 UTC 2026","com.automationlab.tests.UserTest","API Tests","com.automationlab.tests.UserTest","testListUsersCustomPageSize"
"","133","returns HTTP 401 for wrong password","","Wed Mar 11 15:56:45 UTC 2026","passed","Wed Mar 11 15:56:45 UTC 2026","Authentication Endpoints > POST /api/auth/login","auth_test.spec.ts","",""
"Empty password shows validation error","10565","emptyPasswordShowsValidationError","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 15:57:59 UTC 2026","broken","Wed Mar 11 15:58:09 UTC 2026","com.sqa.ui.tests.LoginTest","UI Tests","com.sqa.ui.tests.LoginTest","emptyPasswordShowsValidationError"
"Verify get non-existent product returns 404","18","testGetNonExistentProduct","API Test Suite","Wed Mar 11 15:57:10 UTC 2026","passed","Wed Mar 11 15:57:10 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testGetNonExistentProduct"
"","327","admin can view any order","","Wed Mar 11 15:56:51 UTC 2026","passed","Wed Mar 11 15:56:51 UTC 2026","Order Endpoints > GET /api/orders/:id","orders_test.spec.ts","",""
"Verify cancel order fails without authentication","10","testCancelOrderNoAuth","API Test Suite","Wed Mar 11 15:57:13 UTC 2026","passed","Wed Mar 11 15:57:13 UTC 2026","com.automationlab.tests.OrderTest","API Tests","com.automationlab.tests.OrderTest","testCancelOrderNoAuth"
"","10","test_admin_can_cancel_any_pending_order","tests","Wed Mar 11 15:57:02 UTC 2026","passed","Wed Mar 11 15:57:02 UTC 2026","TestCancelOrder","orders_test","",""
"Sign out button is not visible when unauthenticated","10336","signOutButtonIsNotVisibleWhenUnauthenticated","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 16:10:27 UTC 2026","broken","Wed Mar 11 16:10:38 UTC 2026","com.sqa.ui.tests.NavigationTest","UI Tests","com.sqa.ui.tests.NavigationTest","signOutButtonIsNotVisibleWhenUnauthenticated"
"","400","returns HTTP 400 when cancelling a non-pending order","","Wed Mar 11 15:56:54 UTC 2026","passed","Wed Mar 11 15:56:55 UTC 2026","Order Endpoints > DELETE /api/orders/:id","orders_test.spec.ts","",""
"Verify delete non-existent product returns 404","14","testDeleteNonExistentProduct","API Test Suite","Wed Mar 11 15:57:10 UTC 2026","passed","Wed Mar 11 15:57:10 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testDeleteNonExistentProduct"
"","326","admin can retrieve any user","","Wed Mar 11 15:57:02 UTC 2026","passed","Wed Mar 11 15:57:02 UTC 2026","User Endpoints > GET /api/users/:id","user_test.spec.ts","",""
"","3","test_list_products_respects_limit","tests","Wed Mar 11 15:57:02 UTC 2026","passed","Wed Mar 11 15:57:02 UTC 2026","TestListProducts","products_test","",""
"","39246","GET /api/users/:id - own user","","Wed Mar 11 15:58:14 UTC 2026","passed","Wed Mar 11 15:58:53 UTC 2026","","k6 Performance Tests","",""
"","30095","User Journey Tests","","Wed Mar 11 16:03:52 UTC 2026","passed","Wed Mar 11 16:04:22 UTC 2026","","JMeter Performance Tests","",""
"Verify update product fails without authentication","13","testUpdateProductNoAuth","API Test Suite","Wed Mar 11 15:57:11 UTC 2026","passed","Wed Mar 11 15:57:11 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testUpdateProductNoAuth"
"Verify update product updates the updated_at timestamp","1049","testUpdateProductUpdatesTimestamp","API Test Suite","Wed Mar 11 15:57:11 UTC 2026","passed","Wed Mar 11 15:57:12 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testUpdateProductUpdatesTimestamp"
"Verify admin can update order status","21","testUpdateOrderStatus","API Test Suite","Wed Mar 11 15:57:13 UTC 2026","passed","Wed Mar 11 15:57:13 UTC 2026","com.automationlab.tests.OrderTest","API Tests","com.automationlab.tests.OrderTest","testUpdateOrderStatus"
"","5240","products link is visible","chromium","Wed Mar 11 16:06:01 UTC 2026","failed","Wed Mar 11 16:06:06 UTC 2026","Navigation — Unauthenticated","navigation_test.spec.ts","",""
"","6","returns HTTP 401 without token","","Wed Mar 11 15:56:50 UTC 2026","passed","Wed Mar 11 15:56:50 UTC 2026","Order Endpoints > GET /api/orders/:id","orders_test.spec.ts","",""
"","8","limit parameter is respected","","Wed Mar 11 15:56:55 UTC 2026","passed","Wed Mar 11 15:56:55 UTC 2026","Product Endpoints > GET /api/products","products_test.spec.ts","",""
"","314","admin can update any user","","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","User Endpoints > PUT /api/users/:id","user_test.spec.ts","",""
"","325","order item details include product_id, quantity, and price","","Wed Mar 11 15:56:47 UTC 2026","passed","Wed Mar 11 15:56:47 UTC 2026","Order Endpoints > POST /api/orders","orders_test.spec.ts","",""
"Sign in link is not visible when authenticated","10611","signInLinkIsNotVisibleWhenAuthenticated","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 16:09:43 UTC 2026","broken","Wed Mar 11 16:09:54 UTC 2026","com.sqa.ui.tests.NavigationTest","UI Tests","com.sqa.ui.tests.NavigationTest","signInLinkIsNotVisibleWhenAuthenticated"
"","5622","orders page displays heading","chromium","Wed Mar 11 16:10:22 UTC 2026","failed","Wed Mar 11 16:10:28 UTC 2026","Orders","orders_test.spec.ts","",""
"","30070","sign in link navigates to login page","chromium","Wed Mar 11 16:24:10 UTC 2026","broken","Wed Mar 11 16:24:40 UTC 2026","Register","register_test.spec.ts","",""
"","30095","password shorter than 6 characters shows validation error","chromium","Wed Mar 11 16:23:08 UTC 2026","broken","Wed Mar 11 16:23:38 UTC 2026","Register","register_test.spec.ts","",""
"","250","admin can create a product and receives HTTP 201","","Wed Mar 11 15:56:56 UTC 2026","passed","Wed Mar 11 15:56:56 UTC 2026","Product Endpoints > POST /api/products","products_test.spec.ts","",""
"","4","test_list_products_returns_paginated_results","tests","Wed Mar 11 15:57:02 UTC 2026","passed","Wed Mar 11 15:57:02 UTC 2026","TestListProducts","products_test","",""
"Verify user cannot update another user's profile","14","testUpdateOtherUserForbidden","API Test Suite","Wed Mar 11 15:57:08 UTC 2026","passed","Wed Mar 11 15:57:08 UTC 2026","com.automationlab.tests.UserTest","API Tests","com.automationlab.tests.UserTest","testUpdateOtherUserForbidden"
"Products link navigates to products page","10341","productsLinkNavigatesToProductsPage","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 16:09:00 UTC 2026","broken","Wed Mar 11 16:09:10 UTC 2026","com.sqa.ui.tests.NavigationTest","UI Tests","com.sqa.ui.tests.NavigationTest","productsLinkNavigatesToProductsPage"
"","344","status filter returns only orders matching that status","","Wed Mar 11 15:56:49 UTC 2026","passed","Wed Mar 11 15:56:49 UTC 2026","Order Endpoints > GET /api/orders","orders_test.spec.ts","",""
"Verify registered user is active by default","365","testRegistrationDefaultActiveStatus","API Test Suite","Wed Mar 11 15:57:05 UTC 2026","passed","Wed Mar 11 15:57:05 UTC 2026","com.automationlab.tests.AuthTest","API Tests","com.automationlab.tests.AuthTest","testRegistrationDefaultActiveStatus"
"","37969","Step 3: Browse products","","Wed Mar 11 16:00:21 UTC 2026","passed","Wed Mar 11 16:00:59 UTC 2026","","k6 Performance Tests","",""
"","316","soft deleted user has is_active set to false","","Wed Mar 11 15:57:04 UTC 2026","passed","Wed Mar 11 15:57:04 UTC 2026","User Endpoints > DELETE /api/users/:id","user_test.spec.ts","",""
"","3","test_admin_can_delete_product","tests","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","TestDeleteProduct","products_test","",""
"Unauthenticated access to dashboard redirects to login","10185","unauthenticatedAccessRedirectsToLogin","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 16:06:59 UTC 2026","broken","Wed Mar 11 16:07:09 UTC 2026","com.sqa.ui.tests.DashboardTest","UI Tests","com.sqa.ui.tests.DashboardTest","unauthenticatedAccessRedirectsToLogin"
"","5","test_list_orders_pagination","tests","Wed Mar 11 15:57:00 UTC 2026","passed","Wed Mar 11 15:57:00 UTC 2026","TestListOrders","orders_test","",""
"","68","test_register_returns_user_details","tests","Wed Mar 11 15:56:57 UTC 2026","passed","Wed Mar 11 15:56:57 UTC 2026","TestRegistration","auth_test","",""
"Cancelling an order should return stock to the product.","18","test_cancel_restores_stock","tests","Wed Mar 11 15:57:02 UTC 2026","passed","Wed Mar 11 15:57:02 UTC 2026","TestCancelOrder","orders_test","",""
"","327","returns only the authenticated users own orders","","Wed Mar 11 15:56:48 UTC 2026","passed","Wed Mar 11 15:56:49 UTC 2026","Order Endpoints > GET /api/orders","orders_test.spec.ts","",""
"","15","returns HTTP 400 when password is missing","","Wed Mar 11 15:56:44 UTC 2026","passed","Wed Mar 11 15:56:44 UTC 2026","Authentication Endpoints > POST /api/auth/register","auth_test.spec.ts","",""
"Verify users list supports pagination","62","testListUsersPagination","API Test Suite","Wed Mar 11 15:57:08 UTC 2026","passed","Wed Mar 11 15:57:08 UTC 2026","com.automationlab.tests.UserTest","API Tests","com.automationlab.tests.UserTest","testListUsersPagination"
"","3","test_update_with_empty_body_returns_400","tests","Wed Mar 11 15:57:04 UTC 2026","passed","Wed Mar 11 15:57:04 UTC 2026","TestUpdateUser","user_test","",""
"","151","returns HTTP 403 or 404 when accessing another users data","","Wed Mar 11 15:57:02 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","User Endpoints > GET /api/users/:id","user_test.spec.ts","",""
"","7","test_list_products_page_navigation","tests","Wed Mar 11 15:57:02 UTC 2026","passed","Wed Mar 11 15:57:02 UTC 2026","TestListProducts","products_test","",""
"","10","test_admin_can_view_any_order","tests","Wed Mar 11 15:57:01 UTC 2026","passed","Wed Mar 11 15:57:01 UTC 2026","TestGetOrder","orders_test","",""
"","9","returns HTTP 400 for invalid email format","","Wed Mar 11 15:56:45 UTC 2026","passed","Wed Mar 11 15:56:45 UTC 2026","Authentication Endpoints > POST /api/auth/register","auth_test.spec.ts","",""
"ILIKE search should be case-insensitive.","9","test_search_is_case_insensitive","tests","Wed Mar 11 15:57:02 UTC 2026","passed","Wed Mar 11 15:57:02 UTC 2026","TestFilterProducts","products_test","",""
"Sign in link navigates to login page","10338","signInLinkNavigatesToLoginPage","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 16:10:05 UTC 2026","broken","Wed Mar 11 16:10:16 UTC 2026","com.sqa.ui.tests.NavigationTest","UI Tests","com.sqa.ui.tests.NavigationTest","signInLinkNavigatesToLoginPage"
"","2","test_logout_returns_success","tests","Wed Mar 11 15:56:59 UTC 2026","passed","Wed Mar 11 15:56:59 UTC 2026","TestLogout","auth_test","",""
"Verify default pagination limit","36","testListProductsDefaultPaginationLimit","API Test Suite","Wed Mar 11 15:57:10 UTC 2026","passed","Wed Mar 11 15:57:10 UTC 2026","com.automationlab.tests.ProductTest","API Tests","com.automationlab.tests.ProductTest","testListProductsDefaultPaginationLimit"
"","3","test_get_nonexistent_user_returns_404","tests","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","TestGetUser","user_test","",""
"","342","returns HTTP 200 for own order","","Wed Mar 11 15:56:49 UTC 2026","passed","Wed Mar 11 15:56:49 UTC 2026","Order Endpoints > GET /api/orders/:id","orders_test.spec.ts","",""
"","30067","authenticated user can set quantity before ordering","chromium","Wed Mar 11 16:15:02 UTC 2026","broken","Wed Mar 11 16:15:32 UTC 2026","Product Detail — Authenticated","product_detail_test.spec.ts","",""
"Product card link navigates to product detail page","10459","productCardLinkNavigatesToProductDetailPage","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 16:03:40 UTC 2026","broken","Wed Mar 11 16:03:51 UTC 2026","com.sqa.ui.tests.ProductsTest","UI Tests","com.sqa.ui.tests.ProductsTest","productCardLinkNavigatesToProductDetailPage"
"","9","pagination metadata contains expected fields","","Wed Mar 11 15:56:55 UTC 2026","passed","Wed Mar 11 15:56:55 UTC 2026","Product Endpoints > GET /api/products","products_test.spec.ts","",""
"Verify successful user registration with valid data","127","testSuccessfulRegistration","API Test Suite","Wed Mar 11 15:57:06 UTC 2026","passed","Wed Mar 11 15:57:06 UTC 2026","com.automationlab.tests.AuthTest","API Tests","com.automationlab.tests.AuthTest","testSuccessfulRegistration"
"**Risk:** Medium
**Confidence:** 2
**Instances:** 4

**Description:**
Web browser data loading may be possible, due to a Cross Origin Resource Sharing (CORS) misconfiguration on the web server.

**Solution:**
Ensure that sensitive data is not available in an unauthenticated manner (using IP address white-listing, for instance).Configure the ""Access-Control-Allow-Origin"" HTTP header to a more restrictive set of domains, or remove all CORS headers entirely, to allow the web browser to enforce the Same Origin Policy (SOP) in a more restrictive manner.","0","Cross-Domain Misconfiguration","","Wed Mar 11 15:58:30 UTC 2026","broken","Wed Mar 11 15:58:30 UTC 2026","","Security - ZAP API Scan","",""
"Verify list users fails without authentication","16","testListUsersNoAuth","API Test Suite","Wed Mar 11 15:57:08 UTC 2026","passed","Wed Mar 11 15:57:08 UTC 2026","com.automationlab.tests.UserTest","API Tests","com.automationlab.tests.UserTest","testListUsersNoAuth"
"","247","returns HTTP 400 for negative stock quantity","","Wed Mar 11 15:56:58 UTC 2026","passed","Wed Mar 11 15:56:58 UTC 2026","Product Endpoints > POST /api/products","products_test.spec.ts","",""
"","72","returns HTTP 200 when soft deleting own account","","Wed Mar 11 15:57:04 UTC 2026","passed","Wed Mar 11 15:57:04 UTC 2026","User Endpoints > DELETE /api/users/:id","user_test.spec.ts","",""
"","37969","Step 4: View product detail","","Wed Mar 11 16:00:22 UTC 2026","passed","Wed Mar 11 16:01:00 UTC 2026","","k6 Performance Tests","",""
"","4","test_user_can_delete_own_account","tests","Wed Mar 11 15:57:04 UTC 2026","passed","Wed Mar 11 15:57:04 UTC 2026","TestDeleteUser","user_test","",""
"","5548","dashboard displays user name","chromium","Wed Mar 11 15:57:44 UTC 2026","failed","Wed Mar 11 15:57:50 UTC 2026","Dashboard — Authenticated","dashboard_test.spec.ts","",""
"Verify delete user fails without authentication","11","testDeleteUserNoAuth","API Test Suite","Wed Mar 11 15:57:07 UTC 2026","passed","Wed Mar 11 15:57:07 UTC 2026","com.automationlab.tests.UserTest","API Tests","com.automationlab.tests.UserTest","testDeleteUserNoAuth"
"Verify health endpoint returns environment information","62","testHealthEndpointEnvironment","API Test Suite","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","com.automationlab.tests.HealthTest","API Tests","com.automationlab.tests.HealthTest","testHealthEndpointEnvironment"
"","2","test_list_users_invalid_page_returns_400","tests","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","TestListUsers","user_test","",""
"","82","response body conforms to auth response schema","","Wed Mar 11 15:56:44 UTC 2026","passed","Wed Mar 11 15:56:44 UTC 2026","Authentication Endpoints > POST /api/auth/register","auth_test.spec.ts","",""
"","5270","product detail page displays product price","chromium","Wed Mar 11 16:13:27 UTC 2026","failed","Wed Mar 11 16:13:32 UTC 2026","Product Detail — Unauthenticated","product_detail_test.spec.ts","",""
"","38259","PATCH /api/orders/:id/status - admin","","Wed Mar 11 15:59:39 UTC 2026","passed","Wed Mar 11 16:00:17 UTC 2026","","k6 Performance Tests","",""
"","2","test_root_returns_app_info","tests","Wed Mar 11 15:56:59 UTC 2026","passed","Wed Mar 11 15:56:59 UTC 2026","TestRootEndpoint","health_test","",""
"","38125","PUT /api/products/:id","","Wed Mar 11 15:58:58 UTC 2026","passed","Wed Mar 11 15:59:36 UTC 2026","","k6 Performance Tests","",""
"","30138","Order Tests","","Wed Mar 11 16:03:17 UTC 2026","passed","Wed Mar 11 16:03:47 UTC 2026","","JMeter Performance Tests","",""
"Verify invalid endpoint returns 404","27","testInvalidEndpoint","API Test Suite","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","com.automationlab.tests.HealthTest","API Tests","com.automationlab.tests.HealthTest","testInvalidEndpoint"
"","323","new order status is pending","","Wed Mar 11 15:56:46 UTC 2026","passed","Wed Mar 11 15:56:47 UTC 2026","Order Endpoints > POST /api/orders","orders_test.spec.ts","",""
"","3","test_admin_can_view_any_user","tests","Wed Mar 11 15:57:03 UTC 2026","passed","Wed Mar 11 15:57:03 UTC 2026","TestGetUser","user_test","",""
"Empty email shows validation error","10496","emptyEmailShowsValidationError","SQA Automation Lab — Selenium UI Suite","Wed Mar 11 15:57:45 UTC 2026","broken","Wed Mar 11 15:57:56 UTC 2026","com.sqa.ui.tests.LoginTest","UI Tests","com.sqa.ui.tests.LoginTest","emptyEmailShowsValidationError"
"Verify order includes item details","50","testOrderIncludesItemDetails","API Test Suite","Wed Mar 11 15:57:13 UTC 2026","passed","Wed Mar 11 15:57:13 UTC 2026","com.automationlab.tests.OrderTest","API Tests","com.automationlab.tests.OrderTest","testOrderIncludesItemDetails"
